index,artist,country
179.0,Bobby Powell,US
202.0,Bobby Ross Avila,US
180.0,Bobby Russell,US
43.0,Bobby Rydell,US
182.0,Bobby Shafto,US
183.0,Bobby Sherman,US
184.0,Bobby Taylor & The Vancouvers,CA
185.0,Bobby Vee,US
44.0,Bobby Vee and The Shadows,US
144.0,Bobby Vinton,US
187.0,Bobby Womack,US
145.0,Bobby Womack & Patti LaBelle,US
188.0,Bobby Wood,US
193.0,Body Head Bangerz,US
127.0,Bomba Estereo,CO
249.0,Bon Iver,US
203.0,Bon Jovi,US
195.0,Bone Crusher,US
196.0,Bone Thugs-N-Harmony,US
185.0,Bones,XX
186.0,Boney M,XX
207.0,Bonham,GB
189.0,Bonnie & The Treasures,US
187.0,Bonnie Boyer,XX
190.0,Bonnie Guitar,US
251.0,Bonnie McKee,US
188.0,Bonnie Pointer,US
149.0,Bonnie Raitt,US
190.0,Bonnie Tyler,GB
252.0,Bono,IE
253.0,Bono & The Edge,IE
197.0,Boo & Gotti,US
151.0,Book Of Love,US
191.0,Booker T. & The MG's,US
192.0,Boomer Castleman,US
198.0,Boomkat,US
46.0,Boots Brown And His Blockbusters,US
192.0,Boots Randolph,US
193.0,Boots Walker,US
129.0,Bootsy Collins,US
210.0,Born Jamericans,US
130.0,Bory300,US
211.0,Boss,US
212.0,Boston,XX
194.0,Boston Pops Orchestra Arthur Fiedler,US
213.0,Bounty Killa,JM
199.0,Bounty Killer,JM
153.0,Bourgeois Tagg,US
154.0,Bow Legged Lou,US
256.0,Bow Wow,US
155.0,Bow Wow Wow,GB
203.0,Bowling For Soup,US
214.0,Boy George,GB
215.0,Boy Krazy,US
157.0,Boy Meets Girl,US
131.0,BoyWithUke,US
47.0,Boyd Bennett,US
158.0,Boys Club,US
159.0,Boys Don't Cry,US
257.0,Boys Like Girls,US
205.0,Boyz II Men,US
206.0,Boyz N Da Hood,US
160.0,Boz Scaggs,US
258.0,Brad Paisley,US
219.0,Brady Seals,US
195.0,Brainstorm,DE
196.0,Bram Tchaikovsky,GB
220.0,Brand Nubian,XX
208.0,Brandi Carlile,US
261.0,Brando,US
221.0,Brandon,XX
209.0,Brandon Casey,US
222.0,Brandy,US
211.0,Brandy Hambrick,US
133.0,Brantley Gilbert,US
197.0,Brass Construction,US
212.0,Bravehearts,US
198.0,Bread,US
265.0,Breaking Benjamin,US
161.0,Breathe,GB
266.0,Breathe Carolina,US
162.0,Breathless,GB
195.0,Brenda & The Tabulations,US
224.0,Brenda Dee,XX
196.0,Brenda Holloway,US
225.0,Brenda K. Starr,US
197.0,Brenda Lee,US
201.0,Brenda Lee Eager,US
202.0,Brenda Russell,US
268.0,Brendon Urie,US
226.0,Brent Bourgeois,US
269.0,Brent Faiyaz,US
198.0,Brenton Wood,US
140.0,Brett Eldredge,US
271.0,Brett Young,US
203.0,Brewer And Shipley,US
214.0,Brian,US
204.0,Brian Auger & The Trinity,GB
199.0,Brian Hyland,US
272.0,Brian May,GB
215.0,Brian McComas,US
216.0,Brian McKnight,US
200.0,Brian Poole And The Tremeloes,GB
206.0,Brian Protheroe,GB
201.0,Brian Wilson,US
207.0,Brick,US
208.0,Brighter Side Of Darkness,US
142.0,Bring Me The Horizon,GB
209.0,British Lions,GB
231.0,Britney Spears,US
165.0,Britny Fox,US
276.0,Britt Nicole,US
210.0,Bro Smith,XX
211.0,Broadway,JP
277.0,Broadway For Orlando,US
143.0,BrockHampton,US
166.0,Bronski Beat,GB
49.0,Brook Benton,US
218.0,Brook-Lyn,DE
219.0,Brooke Hogan,US
220.0,Brooke Valentine,US
221.0,Brooke White,US
232.0,Brooklyn Bounce,DE
204.0,Brooklyn Bridge,US
222.0,Brooks & Dunn,US
205.0,Brooks O'Dell,US
167.0,Bros,GB
234.0,Brother Beyond,GB
206.0,Brother Jack McDuff,US
217.0,Brother Love,NZ
218.0,Brother To Brother,US
235.0,Brotherhood Creed,US
219.0,Brotherhood Of Man,GB
223.0,Brown Boy,XX
220.0,Brown Sugar,US
236.0,Brownstone,US
221.0,Brownsville Station,US
207.0,Bruce & Terry,US
208.0,Bruce Channel,US
168.0,Bruce Cockburn,CA
222.0,Bruce Foster,US
237.0,Bruce Hornsby,US
169.0,Bruce Hornsby & The Range,US
238.0,Bruce Springsteen,US
171.0,Bruce Willis,US
172.0,Bryan Adams,CA
224.0,Bryan Ferry,GB
